comparison_id,scope,hypothesis,scenario_id,baseline_policy,candidate_policy,baseline_ablation,candidate_ablation,metric,direction,baseline_mean,candidate_mean,paired_difference,relative_difference,lower_95,upper_95,decision,resamples,bootstrap_seed
heldout:periodic-300ms:adaptive_db_lbt-vs-fixed_oracle,heldout_scenario,,periodic-300ms,fixed_oracle,adaptive_db_lbt,,,evaluation_utility,higher_is_better,0.9760311668015751,0.9760335632336921,2.3964321169134273e-06,2.4552823705071464e-06,0.0,6.029748220559572e-06,inconclusive,10000,20260715
heldout:periodic-30ms:adaptive_db_lbt-vs-random_lbt,heldout_scenario,,periodic-30ms,random_lbt,adaptive_db_lbt,,,evaluation_utility,higher_is_better,0.7849201629497957,0.9566791975970999,0.17175903464730413,0.2188235730903119,0.17112673214829585,0.17236942739054043,improvement,10000,20260715
heldout:periodic-30ms:adaptive_db_lbt-vs-primary_db_lbt,heldout_scenario,,periodic-30ms,primary_db_lbt,adaptive_db_lbt,,,evaluation_utility,higher_is_better,0.9566576137346956,0.9566791975970999,2.158386240410648e-05,2.256174214706267e-05,-4.332215409134365e-06,5.1459224611715135e-05,inconclusive,10000,20260715
heldout:periodic-30ms:adaptive_db_lbt-vs-tmc_db_lbt,heldout_scenario,,periodic-30ms,tmc_db_lbt,adaptive_db_lbt,,,evaluation_utility,higher_is_better,0.9566791975970999,0.9566791975970999,0.0,0.0,0.0,0.0,inconclusive,10000,20260715
heldout:periodic-30ms:adaptive_db_lbt-vs-fixed_oracle,heldout_scenario,,periodic-30ms,fixed_oracle,adaptive_db_lbt,,,evaluation_utility,higher_is_better,0.9566791968889247,0.9566791975970999,7.081751518533963e-10,7.402430764213838e-10,0.0,2.124525455560189e-09,inconclusive,10000,20260715
heldout:perturb-0.8:adaptive_db_lbt-vs-random_lbt,heldout_scenario,,perturb-0.8,random_lbt,adaptive_db_lbt,,,evaluation_utility,higher_is_better,0.805289060119831,0.9795484508727188,0.17425939075288793,0.21639359005691355,0.17398439431650217,0.1745104934496653,improvement,10000,20260715
heldout:perturb-0.8:adaptive_db_lbt-vs-primary_db_lbt,heldout_scenario,,perturb-0.8,primary_db_lbt,adaptive_db_lbt,,,evaluation_utility,higher_is_better,0.9795357218015839,0.9795484508727188,1.2729071134909286e-05,1.2995004522650482e-05,-8.438280466298853e-06,3.36112720430809e-05,inconclusive,10000,20260715
heldout:perturb-0.8:adaptive_db_lbt-vs-tmc_db_lbt,heldout_scenario,,perturb-0.8,tmc_db_lbt,adaptive_db_lbt,,,evaluation_utility,higher_is_better,0.9795484508727188,0.9795484508727188,0.0,0.0,0.0,0.0,inconclusive,10000,20260715
heldout:perturb-0.8:adaptive_db_lbt-vs-fixed_oracle,heldout_scenario,,perturb-0.8,fixed_oracle,adaptive_db_lbt,,,evaluation_utility,higher_is_better,0.9795484508727188,0.9795484508727188,0.0,0.0,0.0,0.0,inconclusive,10000,20260715
heldout:poisson-0.035:adaptive_db_lbt-vs-random_lbt,heldout_scenario,,poisson-0.035,random_lbt,adaptive_db_lbt,,,evaluation_utility,higher_is_better,0.7830140530378632,0.7293864633346365,-0.05362758970322669,-0.06848866823675448,-0.054089266832029734,-0.0531842587905818,degradation,10000,20260715
heldout:poisson-0.035:adaptive_db_lbt-vs-primary_db_lbt,heldout_scenario,,poisson-0.035,primary_db_lbt,adaptive_db_lbt,,,evaluation_utility,higher_is_better,0.7025609473952944,0.7293864633346365,0.026825515939342116,0.03818247518424732,0.026458144749696533,0.027246019150032053,improvement,10000,20260715
heldout:poisson-0.035:adaptive_db_lbt-vs-tmc_db_lbt,heldout_scenario,,poisson-0.035,tmc_db_lbt,adaptive_db_lbt,,,evaluation_utility,higher_is_better,0.7154495019250009,0.7293864633346365,0.013936961409635717,0.01948000714534944,0.01346579361015764,0.01450557368529225,improvement,10000,20260715
heldout:poisson-0.035:adaptive_db_lbt-vs-fixed_oracle,heldout_scenario,,poisson-0.035,fixed_oracle,adaptive_db_lbt,,,evaluation_utility,higher_is_better,0.7302869153654705,0.7293864633346365,-0.0009004520308340313,-0.001233011316358314,-0.0011804047691631903,-0.0004712917936573745,degradation,10000,20260715
heldout:poisson-0.065:adaptive_db_lbt-vs-random_lbt,heldout_scenario,,poisson-0.065,random_lbt,adaptive_db_lbt,,,evaluation_utility,higher_is_better,0.8057164431482311,0.9787622431602931,0.173045800012062,0.21477258095404914,0.1723331418196102,0.17372289003904604,improvement,10000,20260715
heldout:poisson-0.065:adaptive_db_lbt-vs-primary_db_lbt,heldout_scenario,,poisson-0.065,primary_db_lbt,adaptive_db_lbt,,,evaluation_utility,higher_is_better,0.9788747198944915,0.9787622431602931,-0.00011247673419830794,-0.00011490411583050312,-0.00015417946988825564,-7.647985614868626e-05,degradation,10000,20260715
heldout:poisson-0.065:adaptive_db_lbt-vs-tmc_db_lbt,heldout_scenario,,poisson-0.065,tmc_db_lbt,adaptive_db_lbt,,,evaluation_utility,higher_is_better,0.9788747546863681,0.9787622431602931,-0.00011251152607489878,-0.00011493965447188136,-0.00015711095474813615,-6.682630686273256e-05,degradation,10000,20260715
heldout:poisson-0.065:adaptive_db_lbt-vs-fixed_oracle,heldout_scenario,,poisson-0.065,fixed_oracle,adaptive_db_lbt,,,evaluation_utility,higher_is_better,0.9788226303405214,0.9787622431602931,-6.038718022797207e-05,-6.169369031339626e-05,-0.00011789781319041515,-5.0325898936990245e-06,degradation,10000,20260715
heldout:symmetric-12x12:adaptive_db_lbt-vs-random_lbt,heldout_scenario,,symmetric-12x12,random_lbt,adaptive_db_lbt,,,evaluation_utility,higher_is_better,0.5210579562009215,0.957595543504768,0.43653758730384656,0.8377908486163032,0.43534766636790484,0.43749649204723534,improvement,10000,20260715
heldout:symmetric-12x12:adaptive_db_lbt-vs-primary_db_lbt,heldout_scenario,,symmetric-12x12,primary_db_lbt,adaptive_db_lbt,,,evaluation_utility,higher_is_better,0.9579777319719118,0.957595543504768,-0.00038218846714378475,-0.00039895339357949773,-0.00047470775128880536,-0.000293906797150855,degradation,10000,20260715
heldout:symmetric-12x12:adaptive_db_lbt-vs-tmc_db_lbt,heldout_scenario,,symmetric-12x12,tmc_db_lbt,adaptive_db_lbt,,,evaluation_utility,higher_is_better,0.9575921947522849,0.957595543504768,3.348752483178785e-06,3.4970549065983755e-06,-0.00010227965085648106,0.00012815270759209505,inconclusive,10000,20260715
heldout:symmetric-12x12:adaptive_db_lbt-vs-fixed_oracle,heldout_scenario,,symmetric-12x12,fixed_oracle,adaptive_db_lbt,,,evaluation_utility,higher_is_better,0.9568069640709403,0.957595543504768,0.0007885794338276519,0.0008241781920905673,0.00039394036432660985,0.001228743182305085,improvement,10000,20260715
heldout:symmetric-6x6:adaptive_db_lbt-vs-random_lbt,heldout_scenario,,symmetric-6x6,random_lbt,adaptive_db_lbt,,,evaluation_utility,higher_is_better,0.7301085932717002,0.9741798651590955,0.24407127188739536,0.3342944791180776,0.24361249286205544,0.24446387095464983,improvement,10000,20260715
heldout:symmetric-6x6:adaptive_db_lbt-vs-primary_db_lbt,heldout_scenario,,symmetric-6x6,primary_db_lbt,adaptive_db_lbt,,,evaluation_utility,higher_is_better,0.97419442132945,0.9741798651590955,-1.4556170354329544e-05,-1.4941750882195809e-05,-5.914239141082411e-05,3.8094801758052335e-05,inconclusive,10000,20260715
heldout:symmetric-6x6:adaptive_db_lbt-vs-tmc_db_lbt,heldout_scenario,,symmetric-6x6,tmc_db_lbt,adaptive_db_lbt,,,evaluation_utility,higher_is_better,0.9741809044964418,0.9741798651590955,-1.0393373463424282e-06,-1.0668833083724486e-06,-8.672940776688342e-06,5.554928737661058e-06,inconclusive,10000,20260715
heldout:symmetric-6x6:adaptive_db_lbt-vs-fixed_oracle,heldout_scenario,,symmetric-6x6,fixed_oracle,adaptive_db_lbt,,,evaluation_utility,higher_is_better,0.974174059755249,0.9741798651590955,5.805403846792512e-06,5.959308594452883e-06,-7.743826582495838e-06,2.3706002120263383e-05,inconclusive,10000,20260715
ablation:collision_weight_0.125-vs-full,ablation,,dynamic-combined-4x4,adaptive_db_lbt,adaptive_db_lbt,full,collision_weight_0.125,evaluation_utility,higher_is_better,0.77965124677594,0.7794859624249526,-0.00016528435098727144,-0.00021199780244149559,-0.0005586372477369067,0.00020940585504047936,inconclusive,10000,20260715
ablation:collision_weight_0.5-vs-full,ablation,,dynamic-combined-4x4,adaptive_db_lbt,adaptive_db_lbt,full,collision_weight_0.5,evaluation_utility,higher_is_better,0.77965124677594,0.7794517643703308,-0.00019948240560911933,-0.00025586107433808486,-0.0005887910838993582,0.00016839609590476342,inconclusive,10000,20260715
ablation:context_free_ucb-vs-full,ablation,,dynamic-combined-4x4,adaptive_db_lbt,adaptive_db_lbt,full,context_free_ucb,evaluation_utility,higher_is_better,0.77965124677594,0.7789652474418493,-0.0006859993340906922,-0.0008798797371612978,-0.001258693087867434,-0.00013790131492156217,degradation,10000,20260715
ablation:frozen_online-vs-full,ablation,,dynamic-combined-4x4,adaptive_db_lbt,adaptive_db_lbt,full,frozen_online,evaluation_utility,higher_is_better,0.77965124677594,0.7795429952818853,-0.00010825149405455648,-0.0001388460475144553,-0.0005106919220424322,0.000303429309406511,inconclusive,10000,20260715
ablation:no_cca_interrupt-vs-full,ablation,,dynamic-combined-4x4,adaptive_db_lbt,adaptive_db_lbt,full,no_cca_interrupt,evaluation_utility,higher_is_better,0.77965124677594,0.7796321932440871,-1.9053531852997185e-05,-2.443853188433736e-05,-0.0005925192683758051,0.0005801628399417508,inconclusive,10000,20260715
ablation:no_delay-vs-full,ablation,,dynamic-combined-4x4,adaptive_db_lbt,adaptive_db_lbt,full,no_delay,evaluation_utility,higher_is_better,0.77965124677594,0.7797377069721785,8.646019623838041e-05,0.00011089598919506092,-0.0003094583743201121,0.0005129703022042813,inconclusive,10000,20260715
ablation:no_queue-vs-full,ablation,,dynamic-combined-4x4,adaptive_db_lbt,adaptive_db_lbt,full,no_queue,evaluation_utility,higher_is_better,0.77965124677594,0.7798462836157194,0.00019503683977941665,0.00025015908149437913,-0.0006397134588334669,0.0008777492732269046,inconclusive,10000,20260715
